Location,Title,Price,Style,Bedrooms,Bathrooms,Size,Air Conditioned
Kitchener, Gorgeous Two Bedroom Townhouse, $2500.00, Condo, Bedrooms: 2, Bathrooms: 1.5, Limited, No
Kitchener, Spacious Three Bedroom Plus Den In Listowel, $2700.00, Townhouse, Bedrooms: 3 + Den, Bathrooms: 2.5, Limited, No
Kitchener, 9 - 371 Dale Cres. - 1 Bedroom Bright & Lovely - Available Oct 1, $1699.00, Apartment, Bedrooms: 1, Bathrooms: 1, Limited, No
Kitchener, Upper.levl.detatched home for rent, $2800.00, Basement, Bedrooms: 3, Bathrooms: 1.5, 1600, No
Kitchener, $1450 on Frederick st 1Bedroom Apartment, $1450.00, Apartment, Bedrooms: 1, Bathrooms: 1, 700, No
Kitchener, 2BED 2BATH DOWNTOWN KITCHENER, $2800.00, Apartment, Bedrooms: 2, Bathrooms: 2, 1030, No
Kitchener, Benjamin Road - 3 Bedroom 3.5 Bathroom Townhouse, $2900.00, Townhouse, Bedrooms: 3 + Den, Bathrooms: 3.5, 1461, No
Kitchener, Montana Cres - 1 Bedroom 1 Bathroom Basement Apartment, $1950.00, Duplex/Triplex, Bedrooms: 1, Bathrooms: 1, Not Available, No
Kitchener, Townhouses for Rent - Fully Renvovated, $1995.00, Townhouse, Bedrooms: 2, Bathrooms: 1, 1000, No
Kitchener, 2 Bedroom Basement All INCL., $1950.00, Basement, Bedrooms: 2, Bathrooms: 1, 1000, No
Kitchener, Cedar Creek - Unit 308 Apartment for Rent, $2244.00, Apartment, Bedrooms: 2, Bathrooms: 1, 913, Yes
Kitchener, Cedar Creek - Unit 502 Apartment for Rent Now $600 Off!, $2244.00, Apartment, Bedrooms: 2, Bathrooms: 1, 752, No
Kitchener, Cedar Creek - Unit 704 Apartment for Rent, $2397.00, Apartment, Bedrooms: 2, Bathrooms: 1, 913, No
Kitchener, Cedar Creek - Unit 506 Apartment for Rent, $2448.00, Apartment, Bedrooms: 2, Bathrooms: 1, 913, No
Kitchener, Cedar Creek - Unit 311 Apartment for Rent, $2193.00, Apartment, Bedrooms: 2, Bathrooms: 1, 784, Yes
Kitchener, Cedar Creek - Unit 709 Apartment for Rent, $2100.00, Apartment, Bedrooms: 2, Bathrooms: 1, 830, Yes
Kitchener, Cedar Creek - Unit 611 Apartment for Rent, $2244.00, Apartment, Bedrooms: 2, Bathrooms: 1, 913, No
Kitchener, Bloomingdale Mews 2  - The Royal Apartment for Rent, $2302.00, Apartment, Bedrooms: 2, Bathrooms: 1, 705, No
Kitchener, Bloomingdale Mews 2  - The Sussex Apartment for Rent, $1929.00, Apartment, Bedrooms: 1, Bathrooms: 1, 573, No
Kitchener, Bloomingdale Mews 2  - The Windsor Apartment for Rent, $2605.00, Apartment, Bedrooms: 2, Bathrooms: 1, 774, No
Kitchener, Bloomingdale Mews 2  - The Highgrove Apartment for Rent, $2500.00, Apartment, Bedrooms: 2, Bathrooms: 1, 766, No
Kitchener, Bloomingdale Mews 2  - The Hillsborough Apartment for Rent, $2300.00, Apartment, Bedrooms: 2, Bathrooms: 1, 705, No
Kitchener, Auburn Terraces - Unit 809 Apartment for Rent, $2550.00, Apartment, Bedrooms: 2, Bathrooms: 2, 975, No
Kitchener, Auburn Terraces - Unit 618 Apartment for Rent, $2550.00, Apartment, Bedrooms: 2, Bathrooms: 2, 1050, No
Kitchener, Auburn Terraces - 507 Apartment for Rent, $2550.00, Apartment, Bedrooms: 2, Bathrooms: 2, 1010, No
Kitchener, Now Leasing! Bright One Bedroom Suite for October!, $1865.00, Apartment, Bedrooms: 1, Bathrooms: 1, Not Available, No
Kitchener, New 2 Bed Suites! Two Months Free* Bell Internet* Flexible Dates, $2455.00, Apartment, Bedrooms: 2, Bathrooms: 2, 767, No
Kitchener, 265 Lawrence Avenue Apartments - 3 Bdrm available at 265 Lawrenc, $2595.00, Apartment, Bedrooms: 3, Bathrooms: 1, 1060, No
Kitchener, 265 Lawrence Avenue Apartments - 1 Bdrm available at 265 Lawrenc, $1790.00, Apartment, Bedrooms: 1, Bathrooms: 1, 500, No
Kitchener, Two Months Free Rent* Rogers Internet* Downtown Kitchener!, $2530.00, Apartment, Bedrooms: 2, Bathrooms: 1.5, 870, No
Kitchener, Walk-Out Basement Lower Unit (2 Bed + 1 Bath), $2150.00, Basement, Bedrooms: 2, Bathrooms: 1, 1048, No
Kitchener, Looking for Large 2Br Apartment w/Wi-Fi? This is Perfect for You, $2199.00, Apartment, Bedrooms: 2, Bathrooms: 1, Limited, No
Kitchener, 2 Bd + Big Lounge New Corner Condo Apartment in Kitchener, $2399.00, Condo, Bedrooms: 2, Bathrooms: 1, 850, No
Kitchener, Vista Hill Detached House With 4 Bedrooms And Walked Up Basement, $3800.00, House, Bedrooms: 4, Bathrooms: 3, 2800, No
Kitchener, Rental house Master suite, Please Contact, House, Bedrooms: 1, Bathrooms: 1, 800, Yes
Kitchener, Iron Horse Towers - Madison Apartment for Rent, $2325.00, Apartment, Bedrooms: 2, Bathrooms: 2, 1118, No
Kitchener, WILLIAM ST W. (70) - 3 Bedroom Apartment for Rent, $2250.00, Apartment, Bedrooms: 3, Bathrooms: 2, Not Available, No
Kitchener, WATERLOO (114) - 2 Bedroom House for Rent, $2400.00, Apartment, Bedrooms: 2, Bathrooms: 2, Not Available, No
Kitchener, SUNVIEW ST (269) - 203 - 2 Bedroom Townhome for Rent, $2400.00, House, Bedrooms: 2, Bathrooms: 1, Not Available, No
Kitchener, HILLSBOROUGH CRESCENT (70) - 2 Bedroom House for Rent, $1900.00, Apartment, Bedrooms: 2, Bathrooms: 1, Not Available, No
Kitchener, 258 Sunview Street - A B and C - 2 Bedroom Townhome for Rent, $2200.00, House, Bedrooms: 2, Bathrooms: 1, Not Available, No
Kitchener, Furnished One Bed avl. September - Free Internet + More, $2085.00, Condo, Bedrooms: 1, Bathrooms: 1, 818, Yes
Kitchener, Collegeview Commons - 1 Armoire Bedroom in 3 Bedroom Suite Apart, $690.00, Apartment, Bedrooms: 3, Bathrooms: 2, Not Available, No
Kitchener, Bright 3+bedroom house in Vic Park Area, $2950.00, House, Bedrooms: 3 + Den, Bathrooms: 2, Limited, No
Kitchener, 1BDRM Apartartment For Rent-Utilities Included-Available Sept 15, $1675.00, Apartment, Bedrooms: 1 + Den, Bathrooms: 1, 900, No
Kitchener, Two Bedroom With Views Of The Grand River, $2345.00, Apartment, Bedrooms: 2, Bathrooms: 2, 865, No
Kitchener, Mortgage aproved, Please Contact, House, Bedrooms: 3 + Den, Bathrooms: 3, 1500, No
Kitchener, 2 Bedroom apartment for Rent start 1st Sept. Larch St Waterloo, $2800.00, Apartment, Bedrooms: 2, Bathrooms: 2, 750, Yes
Kitchener, House for rent, $4100.00, House, Bedrooms: 4, Bathrooms: 2, 3200, Yes
Kitchener, Basement rental - 5 minutes from University of Waterloo, $2350.00, Basement, Bedrooms: 1, Bathrooms: 1, 1000, No
Kitchener, 2 Room for Lease Rent Waterloo Walk to University UW WLU 8.15, $700.00, Apartment, Bedrooms: 2, Bathrooms: 1.5, 800, No
Kitchener, Studio basement, $1600.00, Basement, Bedrooms: Bachelor/Studio, Bathrooms: 1, 500, Yes
Kitchener, Duplex Basement Apartment (3Beds 1Bath), $2300.00, Basement, Bedrooms: 3, Bathrooms: 1, 1200, No
Kitchener, For Rent | 3-Bedroom Main Level Unit | Walk to All Amenities, $2699.00, Apartment, Bedrooms: 3, Bathrooms: 1, 1045, No
Kitchener, Elmira 1 Bedroom Apartment for Rent:, $1690.00, Apartment, Bedrooms: 1, Bathrooms: 1, 620, No
Kitchener, SHARING ROOMS NEAR LAMBTON COLLEGE SCARBOROUGH, $475.00, House, Bedrooms: 3 + Den, Bathrooms: 2, Not Available, No
Kitchener, Millwood Brownstones  - The Huron - 2 Bedroom LRG Apartment for, $1599.00, Apartment, Bedrooms: 2, Bathrooms: 1, 1045, No
Kitchener, Elmira 2 Bedroom Apartment for Rent:, $1790.00, Apartment, Bedrooms: 2, Bathrooms: 1, 662, No
Kitchener, House for Rent in Waterloo Ontario Canada, $3300.00, House, Bedrooms: 4, Bathrooms: 2.5, Limited, No
Kitchener, Ground Level Basement Unit with Big Windows (FEMALES ONLY), $1600.00, Basement, Bedrooms: Bachelor/Studio, Bathrooms: 1, Limited, Yes
Kitchener, Apartment Rooms for 5 students as a group for rent, $4250.00, Apartment, Bedrooms: 5+, Bathrooms: 2, 1500, Yes
Kitchener, Contemporary & Stylish 3 Bedroom 2.5 Bath Semi-detached house, $3100.00, Townhouse, Bedrooms: 3, Bathrooms: 2.5, 1400, No
Kitchener, Brand New 2 bd Basement Apt in High Demanding Lackner Wood area, $2150.00, Basement, Bedrooms: 2, Bathrooms: 1, 850, No
Kitchener, Kitchener Rentals - One Bedroom - lower level- Fully Furnished, $2050.00, Townhouse, Bedrooms: 3, Bathrooms: 1.5, 850, Yes
Kitchener, 2 Bed+Den & 1 Bath Basement Apartment for Rent in Doon Kitchener, $2200.00, Basement, Bedrooms: 2 + Den, Bathrooms: 1, Limited, No
Kitchener, 3 Bedroom townhouse for rent in east side of Kitchener, $2800.00, Townhouse, Bedrooms: 3 + Den, Bathrooms: 1.5, Limited, No
Kitchener, Townhouse for rent kitchener waterloo, $3580.00, Townhouse, Bedrooms: 3 + Den, Bathrooms: 2.5, Limited, No
Kitchener, Townhouse for rent - KW, $3480.00, Townhouse, Bedrooms: 4, Bathrooms: 2.5, Limited, No
Kitchener, 2 BEDROOM CONDO For SEPTEMBER 1st, $2400.00, Condo, Bedrooms: 2, Bathrooms: 1, Limited, No
Kitchener, 2 BED | 2 BATH | 1080 SQF Apartment for Rent, $2399.00, Apartment, Bedrooms: 2, Bathrooms: 2, 1080, No
Kitchener, Collegeview Commons - 1 Armoire Bedroom in 3 Bedroom Suite Apart, $690.00, Apartment, Bedrooms: 3, Bathrooms: 2, Not Available, No
Kitchener, 265 Lawrence Avenue Apartments - 3 Bdrm available at 265 Lawrenc, $2595.00, Apartment, Bedrooms: 3, Bathrooms: 1, 1060, No
Kitchener, New 2 Bed Suites! Two Months Free* Bell Internet* Flexible Dates, $2455.00, Apartment, Bedrooms: 2, Bathrooms: 2, 767, No
Kitchener, New Modern 1 Bedroom + Den Apartment for Rent in Uptown Waterloo, $2305.00, Apartment, Bedrooms: 1 + Den, Bathrooms: 1, 735, No
Kitchener, Student Rentals for September (All-InclusiveClose to UW WLU), $950.00, Duplex/Triplex, Bedrooms: 5+, Bathrooms: 2, 2500, No
Kitchener, SPACIOUS 3 BEDROOM 3 BATH DETACHED HOME FOR RENT, $4000.00, House, Bedrooms: 3 + Den, Bathrooms: 3, 1900, No
Kitchener, 1 BR 251 Hemlock Condo for Lease Rent University UW WLU From8.20, $1350.00, Condo, Bedrooms: 1, Bathrooms: 1.5, 692, Yes
Kitchener, Best Place for one Group (4 students )Available from Jan. 1 2024, $850.00, Townhouse, Bedrooms: 4, Bathrooms: 1.5, 1600, No
Kitchener, 3 bedroom Townhouse for Rent, $2600.00, Townhouse, Bedrooms: 3, Bathrooms: 1.5, Limited, No
Kitchener, 2 BEDRROOM CONDO APT � GREENSPACE � PATIO - GREAT LOCATION, $1750.00, Condo, Bedrooms: 2, Bathrooms: 1, Limited, No
Kitchener, 3 Bedrooms Well-Loved Semi House in Eastbridge Waterloo for rent, $3000.00, House, Bedrooms: 3, Bathrooms: 2.5, 1810, No
Kitchener, Main Level Accessory Apartment, $2350.00, Apartment, Bedrooms: 1, Bathrooms: 1, 740, No
Kitchener, Condo for lease, $2500.00, Condo, Bedrooms: 2, Bathrooms: 2, 1000, No
Kitchener, ROOMS AVAILABLE FOR RENT NEAR WATERLOO UNIVERSITY  FOR  STUDENTS, $800.00, House, Bedrooms: 5+, Bathrooms: 3.5, 130, Yes
Kitchener, ROOMS AVAILABLE FOR RENT NEAR WATERLOO UNIVERSITY  FOR  STUDENTS, $800.00, House, Bedrooms: 5+, Bathrooms: 3.5, 130, Yes
Kitchener, 1 Bed 1 Bath Condo-Garment St. in Kitchener for Rent, $2200.00, Condo, Bedrooms: 1, Bathrooms: 1, 750, No
Kitchener, Basement Apartment-Downtown Kitchener, $1800.00, Basement, Bedrooms: 2, Bathrooms: 1, 500, Yes
Kitchener, FOR RENT -3 bed 2 bath house in Waterloo, $3500.00, House, Bedrooms: 3, Bathrooms: 3, 1400, No
Kitchener, 2 Bedroom Apartment for Rent - 10 Leacrest Crt, $2299.00, Apartment, Bedrooms: 2, Bathrooms: 1, 705, No
Kitchener, 3 Bedroom WALKOUT basement available for rent in Kitchener, $2625.00, Basement, Bedrooms: 3 + Den, Bathrooms: 1, 1100, No
Kitchener, 2 Bedroom Apartment for Rent - 80 Adelaide St & 415 Belmont Av W, $2149.00, Apartment, Bedrooms: 2, Bathrooms: 1, 726, No
Kitchener, 1 bedroom condominium apartment for rent, $1800.00, Condo, Bedrooms: 1, Bathrooms: 1, 440, Yes
Kitchener, Beautiful  bright walkout basement  separate own door rent, $1800.00, Basement, Bedrooms: 1 + Den, Bathrooms: 1, 1200, Yes
Kitchener, FOR LEASE: Semi in Kitchener 3bed/3bath, $2900.00, House, Bedrooms: 3, Bathrooms: 3, Limited, No
Kitchener, Townhouse for rent, $2300.00, Townhouse, Bedrooms: 2, Bathrooms: 3, Limited, No
Kitchener, 1602 - 55 Duke Street West, $2800.00, Condo, Bedrooms: 2, Bathrooms: 2, 1000, Yes
Kitchener, Beautiful 2BR 2bath condo in Huron area, $2250.00, Townhouse, Bedrooms: 2, Bathrooms: 2, 1100, No
Kitchener, UpTown Waterloo Charming Heritage 3+1 Bed with 2 Bath House, $3750.00, House, Bedrooms: 3 + Den, Bathrooms: 2, Limited, No
Kitchener, 2 BED 1 BATH � BASEMENT APT FOR RENT � 158 TARTAN AVE KITCHENER, $2095.00, Basement, Bedrooms: 2, Bathrooms: 1, 1500, No
Kitchener, Waterloo four Bedroom House $2800  near three universities, $2800.00, House, Bedrooms: 4, Bathrooms: 2, 1500, Yes
Kitchener, Luxury Garment Street Condo- 1 Bed+1 Bath, $2200.00, Condo, Bedrooms: 1, Bathrooms: 1, 700, No
Kitchener, Condo for rent, $1850.00, Condo, Bedrooms: 1, Bathrooms: 1, 470, Yes
Kitchener, 1 YR OLD 3 BED 2 BATH MAIN FLOOR SUITE 5 S.S. APPL. SM. PET OK, $2350.00, Townhouse, Bedrooms: 3, Bathrooms: 2, 1200, No
Kitchener, 1 Bed 1 Bath parking patio & separate entrance (Sept/Oct), $1550.00, Basement, Bedrooms: 1, Bathrooms: 1, Limited, No
Kitchener, Historic 3 Bedroom Apartment For Rent Downtown Kitchener, $3450.00, Apartment, Bedrooms: 3, Bathrooms: 2, 2000, No
Kitchener, NEW PRIVATE & ENSUITE- 2 BEDROOMS BASEMENT APARTMENT--FOR RENT., $2000.00, Basement, Bedrooms: 2, Bathrooms: 2, 900, No
Kitchener, Elmira 3 Bedroom Apartment for Rent:, $2000.00, Apartment, Bedrooms: 3, Bathrooms: 1, 986, No
Kitchener, 5 BED 3 .5 BATH brand new Kitchener Bleams/Fisher Hallman, $3750.00, House, Bedrooms: 5+, Bathrooms: 3.5, 2529, No
Kitchener, 1 Bed 1 Bath Condo Downtown Kitchener Garment St. for Rent, $2200.00, Condo, Bedrooms: 1, Bathrooms: 1, Limited, No
Kitchener, BRAND NEW 2 BED 2 BATH MAIN FLOOR SUITE 5 S.S. APPLIANCES WOW, $2500.00, Townhouse, Bedrooms: 2, Bathrooms: 2, 1300, No
Kitchener, 2 bedroom apartment, $2050.00, Basement, Bedrooms: 2, Bathrooms: 1, 1000, No
Kitchener, Newly renovated basement suite, $1900.00, Basement, Bedrooms: 1 + Den, Bathrooms: 1, 1500, Yes
Kitchener, Available Sep 1  Nice Bungalow in Kitchener 3 Bed + 1 Bath, $2650.00, House, Bedrooms: 3, Bathrooms: 1, 900, No
Kitchener, Condo for rent, $2700.00, Condo, Bedrooms: 2, Bathrooms: 1, Limited, No
Kitchener, 255 Northfield Condo with UG parking, $2150.00, Condo, Bedrooms: 1, Bathrooms: 1, 580, No
Location,Title,Price,Style,Bedrooms,Bathrooms,Size,Air Conditioned  
Location,Title,Price,Style,Bedrooms,Bathrooms,Size,Air Conditioned  
Kitchener, Executive Condo Rental ; Downtown Kitchener, $2295.00, Condo, Bedrooms: 2, Bathrooms: 1, 950, No
Kitchener, 265 Lawrence Avenue Apartments - 3 Bdrm available at 265 Lawrenc, $2595.00, Apartment, Bedrooms: 3, Bathrooms: 1, 1060, No
